Unnamed: 0,순위,지역,년도,성별,이름,비율,건수
266,15,전라북도,2014,남성,도현,도현(3.85%),51
267,15,전라북도,2014,남성,지훈,지훈(3.85%),51
268,17,전라북도,2014,남성,현준,현준(3.77%),50
269,18,전라북도,2014,남성,서진,서진(3.70%),49
270,18,전라북도,2014,남성,정우,정우(3.70%),49
271,20,전라북도,2014,남성,수현,수현(3.55%),47
272,21,전라북도,2014,남성,기타,기타(82.48%),"6,239"
273,1,전라남도,2014,남성,민준,민준(10.08%),143
274,2,전라남도,2014,남성,하준,하준(8.18%),116
275,3,전라남도,2014,남성,서준,서준(7.26%),103
276,4,전라남도,2014,남성,도윤,도윤(6.14%),87
277,4,전라남도,2014,남성,예준,예준(6.14%),87
278,6,전라남도,2014,남성,지후,지후(5.78%),82
279,7,전라남도,2014,남성,준서,준서(5.08%),72
280,8,전라남도,2014,남성,주원,주원(5.01%),71
281,8,전라남도,2014,남성,현우,현우(5.01%),71
282,10,전라남도,2014,남성,시우,시우(4.94%),70
283,11,전라남도,2014,남성,도현,도현(4.37%),62
284,12,전라남도,2014,남성,승우,승우(4.23%),60
285,13,전라남도,2014,남성,서진,서진(4.02%),57
286,14,전라남도,2014,남성,우빈,우빈(3.74%),53
287,15,전라남도,2014,남성,준우,준우(3.60%),51
288,16,전라남도,2014,남성,지호,지호(3.53%),50
289,17,전라남도,2014,남성,건우,건우(3.39%),48
290,18,전라남도,2014,남성,지훈,지훈(3.31%),47
291,19,전라남도,2014,남성,시윤,시윤(3.10%),44
292,19,전라남도,2014,남성,지우,지우(3.10%),44
293,20,전라남도,2014,남성,기타,기타(81.44%),"6,223"
294,1,경상북도,2014,남성,민준,민준(11.24%),249
295,2,경상북도,2014,남성,서준,서준(8.48%),188
296,3,경상북도,2014,남성,도윤,도윤(6.41%),142
297,4,경상북도,2014,남성,예준,예준(5.78%),128
298,5,경상북도,2014,남성,주원,주원(5.32%),118
299,6,경상북도,2014,남성,지후,지후(5.10%),113
300,6,경상북도,2014,남성,지훈,지훈(5.10%),113
301,6,경상북도,2014,남성,하준,하준(5.10%),113
302,9,경상북도,2014,남성,준서,준서(4.56%),101
303,9,경상북도,2014,남성,현우,현우(4.56%),101
304,11,경상북도,2014,남성,도현,도현(4.24%),94
305,12,경상북도,2014,남성,수현,수현(4.20%),93
306,12,경상북도,2014,남성,승민,승민(4.20%),93
307,14,경상북도,2014,남성,지호,지호(4.15%),92
308,15,경상북도,2014,남성,준우,준우(3.84%),85
309,16,경상북도,2014,남성,현준,현준(3.79%),84
310,17,경상북도,2014,남성,시우,시우(3.70%),82
311,18,경상북도,2014,남성,연우,연우(3.47%),77
312,19,경상북도,2014,남성,승현,승현(3.43%),76
313,20,경상북도,2014,남성,민재,민재(3.34%),74
314,21,경상북도,2014,남성,기타,기타(81.42%),"9,710"
315,1,경상남도,2014,남성,민준,민준(9.63%),298
316,2,경상남도,2014,남성,서준,서준(9.01%),279
317,3,경상남도,2014,남성,예준,예준(6.72%),208
318,4,경상남도,2014,남성,하준,하준(6.33%),196
319,5,경상남도,2014,남성,준서,준서(5.65%),175
320,6,경상남도,2014,남성,주원,주원(5.59%),173
321,6,경상남도,2014,남성,준우,준우(5.59%),173
322,8,경상남도,2014,남성,도윤,도윤(5.30%),164
323,9,경상남도,2014,남성,지후,지후(5.17%),160
324,10,경상남도,2014,남성,현우,현우(4.36%),135
325,11,경상남도,2014,남성,지훈,지훈(4.04%),125
326,12,경상남도,2014,남성,시우,시우(3.97%),123
327,13,경상남도,2014,남성,시윤,시윤(3.81%),118
328,14,경상남도,2014,남성,도현,도현(3.75%),116
329,15,경상남도,2014,남성,수현,수현(3.65%),113
330,15,경상남도,2014,남성,유준,유준(3.65%),113
331,17,경상남도,2014,남성,연우,연우(3.52%),109
332,18,경상남도,2014,남성,우진,우진(3.49%),108
333,19,경상남도,2014,남성,지호,지호(3.42%),106
334,20,경상남도,2014,남성,선우,선우(3.33%),103
335,21,경상남도,2014,남성,기타,기타(80.68%),"12,926"
336,1,제주특별자치도,2014,남성,~99,~99(11.69%),83
337,2,제주특별자치도,2014,남성,서준,서준(10.56%),75
338,3,제주특별자치도,2014,남성,유준,유준(9.72%),69
339,4,제주특별자치도,2014,남성,하준,하준(6.62%),47
340,5,제주특별자치도,2014,남성,지환,지환(6.20%),44
341,6,제주특별자치도,2014,남성,준우,준우(5.49%),39
342,7,제주특별자치도,2014,남성,민준,민준(5.07%),36
343,7,제주특별자치도,2014,남성,주원,주원(5.07%),36
344,9,제주특별자치도,2014,남성,예준,예준(4.51%),32
345,10,제주특별자치도,2014,남성,지성,지성(3.80%),27
346,10,제주특별자치도,2014,남성,지후,지후(3.80%),27
347,12,제주특별자치도,2014,남성,시우,시우(3.52%),25
348,12,제주특별자치도,2014,남성,지호,지호(3.52%),25
349,14,제주특별자치도,2014,남성,현준,현준(3.24%),23
350,15,제주특별자치도,2014,남성,준성,준성(3.10%),22
351,16,제주특별자치도,2014,남성,도윤,도윤(2.96%),21
352,17,제주특별자치도,2014,남성,우빈,우빈(2.82%),20
353,17,제주특별자치도,2014,남성,지율,지율(2.82%),20
354,17,제주특별자치도,2014,남성,현우,현우(2.82%),20
355,20,제주특별자치도,2014,남성,우진,우진(2.68%),19
356,21,제주특별자치도,2014,남성,기타,기타(77.53%),"2,450"
0,1,서울특별시,2015,남성,지우,지우(7.24%),842
1,2,서울특별시,2015,남성,서윤,서윤(5.88%),684
2,3,서울특별시,2015,남성,서준,서준(5.75%),669
3,4,서울특별시,2015,남성,민준,민준(5.72%),665
4,5,서울특별시,2015,남성,서연,서연(5.53%),643
5,6,서울특별시,2015,남성,주원,주원(5.33%),620
6,7,서울특별시,2015,남성,하준,하준(5.29%),615
7,8,서울특별시,2015,남성,지안,지안(5.20%),604
8,9,서울특별시,2015,남성,지호,지호(5.14%),598
9,10,서울특별시,2015,남성,서진,서진(5.13%),596
10,11,서울특별시,2015,남성,지유,지유(5.00%),581
11,12,서울특별시,2015,남성,하윤,하윤(4.89%),569
12,13,서울특별시,2015,남성,연우,연우(4.59%),534
13,14,서울특별시,2015,남성,도윤,도윤(4.55%),529
14,15,서울특별시,2015,남성,지아,지아(4.50%),523
15,16,서울특별시,2015,남성,예준,예준(4.40%),512
16,17,서울특별시,2015,남성,서현,서현(4.06%),472
17,18,서울특별시,2015,남성,시우,시우(4.00%),465
18,19,서울특별시,2015,남성,하은,하은(3.90%),453
19,20,서울특별시,2015,남성,지원,지원(3.88%),451
20,21,서울특별시,2015,남성,기타,기타(87.08%),"78,338"
21,1,부산광역시,2015,남성,민준,민준(7.59%),304
22,2,부산광역시,2015,남성,도윤,도윤(6.12%),245
23,3,부산광역시,2015,남성,지우,지우(5.97%),239
24,4,부산광역시,2015,남성,주원,주원(5.95%),238
25,5,부산광역시,2015,남성,서준,서준(5.77%),231
26,6,부산광역시,2015,남성,예준,예준(5.62%),225
27,7,부산광역시,2015,남성,서윤,서윤(5.60%),224
28,8,부산광역시,2015,남성,민서,민서(5.55%),222
29,9,부산광역시,2015,남성,지유,지유(5.12%),205
30,10,부산광역시,2015,남성,윤서,윤서(4.87%),195
31,11,부산광역시,2015,남성,지민,지민(4.40%),176
32,12,부산광역시,2015,남성,서연,서연(4.37%),175
33,12,부산광역시,2015,남성,서진,서진(4.37%),175
34,14,부산광역시,2015,남성,지원,지원(4.25%),170
35,15,부산광역시,2015,남성,준우,준우(4.22%),169
36,15,부산광역시,2015,남성,하준,하준(4.22%),169
37,17,부산광역시,2015,남성,서현,서현(4.10%),164
38,17,부산광역시,2015,남성,지후,지후(4.10%),164
39,19,부산광역시,2015,남성,하윤,하윤(3.92%),157
40,20,부산광역시,2015,남성,수현,수현(3.90%),156
41,21,부산광역시,2015,남성,기타,기타(85.49%),"23,587"
42,1,대구광역시,2015,남성,민준,민준(6.85%),188
43,2,대구광역시,2015,남성,서연,서연(6.08%),167
44,3,대구광역시,2015,남성,민서,민서(5.94%),163
45,4,대구광역시,2015,남성,서준,서준(5.54%),152
46,5,대구광역시,2015,남성,지우,지우(5.43%),149
47,6,대구광역시,2015,남성,서현,서현(5.39%),148
48,7,대구광역시,2015,남성,지원,지원(5.36%),147
49,8,대구광역시,2015,남성,지민,지민(5.14%),141
50,9,대구광역시,2015,남성,도윤,도윤(5.03%),138
51,9,대구광역시,2015,남성,수현,수현(5.03%),138
52,11,대구광역시,2015,남성,서윤,서윤(4.99%),137
53,12,대구광역시,2015,남성,주원,주원(4.74%),130
54,13,대구광역시,2015,남성,지유,지유(4.59%),126
55,14,대구광역시,2015,남성,시윤,시윤(4.52%),124
56,15,대구광역시,2015,남성,시현,시현(4.37%),120
57,15,대구광역시,2015,남성,예준,예준(4.37%),120
58,17,대구광역시,2015,남성,승민,승민(4.19%),115
59,17,대구광역시,2015,남성,지호,지호(4.19%),115
60,19,대구광역시,2015,남성,도현,도현(4.15%),114
61,20,대구광역시,2015,남성,하준,하준(4.12%),113
62,21,대구광역시,2015,남성,기타,기타(86.35%),"17,363"
63,1,인천광역시,2015,남성,하준,하준(6.63%),228
64,2,인천광역시,2015,남성,지우,지우(6.51%),224
65,3,인천광역시,2015,남성,서준,서준(6.28%),216
66,4,인천광역시,2015,남성,민준,민준(6.25%),215
67,5,인천광역시,2015,남성,서윤,서윤(5.64%),194
68,6,인천광역시,2015,남성,예준,예준(5.12%),176
69,7,인천광역시,2015,남성,주원,주원(5.09%),175
70,8,인천광역시,2015,남성,도윤,도윤(5.06%),174
71,9,인천광역시,2015,남성,서연,서연(4.94%),170
72,9,인천광역시,2015,남성,연우,연우(4.94%),170
73,9,인천광역시,2015,남성,하윤,하윤(4.94%),170
74,12,인천광역시,2015,남성,서진,서진(4.86%),167
75,13,인천광역시,2015,남성,하은,하은(4.68%),161
76,14,인천광역시,2015,남성,지유,지유(4.42%),152
77,15,인천광역시,2015,남성,지아,지아(4.30%),148
78,15,인천광역시,2015,남성,지호,지호(4.30%),148
79,17,인천광역시,2015,남성,민서,민서(4.07%),140
80,18,인천광역시,2015,남성,시우,시우(4.01%),138
81,19,인천광역시,2015,남성,서현,서현(3.98%),137
82,20,인천광역시,2015,남성,지후,지후(3.95%),136
83,21,인천광역시,2015,남성,기타,기타(86.74%),"22,495"
84,1,광주광역시,2015,남성,서준,서준(6.82%),121
85,2,광주광역시,2015,남성,민준,민준(6.76%),120
86,2,광주광역시,2015,남성,하준,하준(6.76%),120
87,4,광주광역시,2015,남성,도윤,도윤(6.20%),110
88,5,광주광역시,2015,남성,서윤,서윤(6.14%),109
89,6,광주광역시,2015,남성,민서,민서(5.97%),106
90,7,광주광역시,2015,남성,하윤,하윤(5.80%),103
91,8,광주광역시,2015,남성,연우,연우(5.24%),93
92,9,광주광역시,2015,남성,지우,지우(5.18%),92
93,10,광주광역시,2015,남성,지호,지호(4.68%),83
94,11,광주광역시,2015,남성,지유,지유(4.51%),80
95,12,광주광역시,2015,남성,서연,서연(4.45%),79
96,13,광주광역시,2015,남성,하율,하율(4.34%),77
97,14,광주광역시,2015,남성,은서,은서(4.28%),76
98,15,광주광역시,2015,남성,주원,주원(4.11%),73
99,16,광주광역시,2015,남성,지율,지율(3.89%),69
100,17,광주광역시,2015,남성,예준,예준(3.77%),67
101,18,광주광역시,2015,남성,수현,수현(3.72%),66
102,18,광주광역시,2015,남성,준우,준우(3.72%),66
103,20,광주광역시,2015,남성,하은,하은(3.66%),65
104,21,광주광역시,2015,남성,기타,기타(86.25%),"11,137"
105,1,대전광역시,2015,남성,서준,서준(7.11%),139
106,2,대전광역시,2015,남성,지우,지우(6.60%),129
107,3,대전광역시,2015,남성,서연,서연(6.29%),123
108,4,대전광역시,2015,남성,도윤,도윤(6.08%),119
109,5,대전광역시,2015,남성,하준,하준(5.93%),116
110,6,대전광역시,2015,남성,민준,민준(5.52%),108
111,6,대전광역시,2015,남성,서진,서진(5.52%),108
112,8,대전광역시,2015,남성,서윤,서윤(5.47%),107
113,9,대전광역시,2015,남성,주원,주원(5.37%),105
114,10,대전광역시,2015,남성,예준,예준(5.06%),99
115,11,대전광역시,2015,남성,수현,수현(4.96%),97
116,12,대전광역시,2015,남성,채원,채원(4.65%),91
117,13,대전광역시,2015,남성,지아,지아(4.24%),83
118,14,대전광역시,2015,남성,다은,다은(4.04%),79
119,15,대전광역시,2015,남성,지유,지유(3.94%),77
120,15,대전광역시,2015,남성,하윤,하윤(3.94%),77
121,15,대전광역시,2015,남성,하은,하은(3.94%),77
122,18,대전광역시,2015,남성,서현,서현(3.89%),76
123,19,대전광역시,2015,남성,지원,지원(3.78%),74
124,20,대전광역시,2015,남성,지호,지호(3.68%),72
125,21,대전광역시,2015,남성,기타,기타(86.22%),"12,238"
126,1,울산광역시,2015,남성,민준,민준(8.49%),138
127,2,울산광역시,2015,남성,민서,민서(6.21%),101
128,3,울산광역시,2015,남성,도윤,도윤(5.90%),96
129,4,울산광역시,2015,남성,지우,지우(5.60%),91
130,5,울산광역시,2015,남성,서준,서준(5.47%),89
131,6,울산광역시,2015,남성,지민,지민(5.35%),87
132,7,울산광역시,2015,남성,지안,지안(5.29%),86
133,8,울산광역시,2015,남성,서윤,서윤(5.10%),83
134,9,울산광역시,2015,남성,연우,연우(4.92%),80
135,9,울산광역시,2015,남성,주원,주원(4.92%),80
136,11,울산광역시,2015,남성,예준,예준(4.80%),78
137,12,울산광역시,2015,남성,지윤,지윤(4.61%),75
138,13,울산광역시,2015,남성,도현,도현(4.55%),74
139,14,울산광역시,2015,남성,서연,서연(4.37%),71
140,14,울산광역시,2015,남성,지후,지후(4.37%),71
141,16,울산광역시,2015,남성,윤서,윤서(4.31%),70
142,17,울산광역시,2015,남성,하준,하준(4.24%),69
143,18,울산광역시,2015,남성,하윤,하윤(4.18%),68
144,19,울산광역시,2015,남성,시윤,시윤(3.69%),60
145,20,울산광역시,2015,남성,다은,다은(3.63%),59
146,21,울산광역시,2015,남성,기타,기타(86.32%),"10,262"
147,1,세종특별자치시,2015,남성,도윤,도윤(6.74%),25
148,2,세종특별자치시,2015,남성,민준,민준(5.93%),22
149,2,세종특별자치시,2015,남성,서윤,서윤(5.93%),22
150,4,세종특별자치시,2015,남성,서준,서준(5.66%),21
151,4,세종특별자치시,2015,남성,주원,주원(5.66%),21
152,6,세종특별자치시,2015,남성,서진,서진(5.39%),20
153,6,세종특별자치시,2015,남성,우진,우진(5.39%),20
154,6,세종특별자치시,2015,남성,지우,지우(5.39%),20
155,6,세종특별자치시,2015,남성,지윤,지윤(5.39%),20
156,10,세종특별자치시,2015,남성,서현,서현(5.12%),19
157,11,세종특별자치시,2015,남성,예준,예준(4.85%),18
158,12,세종특별자치시,2015,남성,윤서,윤서(4.58%),17
159,12,세종특별자치시,2015,남성,준우,준우(4.58%),17
160,14,세종특별자치시,2015,남성,예린,예린(4.31%),16
161,14,세종특별자치시,2015,남성,지유,지유(4.31%),16
162,14,세종특별자치시,2015,남성,지후,지후(4.31%),16
163,14,세종특별자치시,2015,남성,채원,채원(4.31%),16
164,18,세종특별자치시,2015,남성,수현,수현(4.04%),15
165,18,세종특별자치시,2015,남성,하준,하준(4.04%),15
166,18,세종특별자치시,2015,남성,현준,현준(4.04%),15
167,19,세종특별자치시,2015,남성,기타,기타(85.91%),"2,262"
168,1,경기도,2015,남성,지우,지우(6.77%),994
169,2,경기도,2015,남성,민준,민준(6.41%),942
170,3,경기도,2015,남성,서윤,서윤(6.13%),901
171,4,경기도,2015,남성,서준,서준(5.81%),853
172,5,경기도,2015,남성,하준,하준(5.61%),824
173,6,경기도,2015,남성,주원,주원(5.43%),797
174,7,경기도,2015,남성,서연,서연(5.39%),792
175,8,경기도,2015,남성,도윤,도윤(5.09%),747
176,9,경기도,2015,남성,하윤,하윤(5.00%),735
177,10,경기도,2015,남성,서진,서진(4.85%),712
178,11,경기도,2015,남성,지유,지유(4.72%),694
179,12,경기도,2015,남성,예준,예준(4.62%),678
180,13,경기도,2015,남성,지호,지호(4.57%),671
181,14,경기도,2015,남성,지안,지안(4.40%),647
182,15,경기도,2015,남성,연우,연우(4.40%),646
183,16,경기도,2015,남성,지아,지아(4.26%),626
184,17,경기도,2015,남성,하은,하은(4.21%),619
185,18,경기도,2015,남성,서현,서현(4.20%),617
186,19,경기도,2015,남성,민서,민서(4.09%),601
187,20,경기도,2015,남성,지후,지후(4.04%),594
188,21,경기도,2015,남성,기타,기타(87.18%),"99,890"
189,1,강원도,2015,남성,민준,민준(7.42%),100
190,2,강원도,2015,남성,지우,지우(6.68%),90
191,3,강원도,2015,남성,서윤,서윤(6.45%),87
192,4,강원도,2015,남성,민서,민서(5.86%),79
193,5,강원도,2015,남성,하윤,하윤(5.71%),77
194,6,강원도,2015,남성,도윤,도윤(5.64%),76
195,6,강원도,2015,남성,서준,서준(5.64%),76
196,8,강원도,2015,남성,준우,준우(4.97%),67
197,9,강원도,2015,남성,서연,서연(4.90%),66
198,10,강원도,2015,남성,연우,연우(4.60%),62
199,11,강원도,2015,남성,하율,하율(4.53%),61
200,12,강원도,2015,남성,예준,예준(4.30%),58
201,12,강원도,2015,남성,지후,지후(4.30%),58
202,12,강원도,2015,남성,하준,하준(4.30%),58
203,15,강원도,2015,남성,수현,수현(4.23%),57
204,15,강원도,2015,남성,하은,하은(4.23%),57
205,17,강원도,2015,남성,서현,서현(4.15%),56
206,18,강원도,2015,남성,시우,시우(4.08%),55
207,18,강원도,2015,남성,지율,지율(4.08%),55
208,20,강원도,2015,남성,지호,지호(3.93%),53
209,21,강원도,2015,남성,기타,기타(87.80%),"9,702"
210,1,충청북도,2015,남성,서준,서준(6.69%),116
211,2,충청북도,2015,남성,지우,지우(6.57%),114
212,3,충청북도,2015,남성,민준,민준(6.34%),110
213,4,충청북도,2015,남성,서윤,서윤(6.29%),109
214,5,충청북도,2015,남성,하준,하준(6.06%),105
215,6,충청북도,2015,남성,서연,서연(5.48%),95
216,7,충청북도,2015,남성,서현,서현(5.02%),87
217,8,충청북도,2015,남성,주원,주원(4.90%),85
218,9,충청북도,2015,남성,도윤,도윤(4.73%),82
219,9,충청북도,2015,남성,민서,민서(4.73%),82
220,11,충청북도,2015,남성,예준,예준(4.67%),81
221,11,충청북도,2015,남성,지민,지민(4.67%),81
222,13,충청북도,2015,남성,다은,다은(4.50%),78
223,13,충청북도,2015,남성,하윤,하윤(4.50%),78
224,15,충청북도,2015,남성,지아,지아(4.33%),75
225,16,충청북도,2015,남성,하은,하은(4.21%),73
226,17,충청북도,2015,남성,지호,지호(4.15%),72
227,18,충청북도,2015,남성,연우,연우(4.09%),71
228,18,충청북도,2015,남성,지후,지후(4.09%),71
229,20,충청북도,2015,남성,서진,서진(3.98%),69
230,21,충청북도,2015,남성,기타,기타(87.45%),"12,078"
231,1,충청남도,2015,남성,민준,민준(7.79%),190
232,2,충청남도,2015,남성,지우,지우(7.01%),171
233,3,충청남도,2015,남성,서준,서준(6.80%),166
234,4,충청남도,2015,남성,주원,주원(5.98%),146
235,5,충청남도,2015,남성,서윤,서윤(5.94%),145
236,6,충청남도,2015,남성,민서,민서(5.08%),124
237,6,충청남도,2015,남성,서진,서진(5.08%),124
238,6,충청남도,2015,남성,하준,하준(5.08%),124
239,9,충청남도,2015,남성,서연,서연(4.67%),114
240,10,충청남도,2015,남성,도윤,도윤(4.55%),111
241,11,충청남도,2015,남성,예준,예준(4.47%),109
242,11,충청남도,2015,남성,윤서,윤서(4.47%),109
243,11,충청남도,2015,남성,지원,지원(4.47%),109
244,14,충청남도,2015,남성,하윤,하윤(4.39%),107
245,15,충청남도,2015,남성,서현,서현(4.30%),105
246,16,충청남도,2015,남성,지윤,지윤(4.14%),101
247,17,충청남도,2015,남성,준우,준우(4.06%),99
248,18,충청남도,2015,남성,지호,지호(3.98%),97
249,19,충청남도,2015,남성,채원,채원(3.89%),95
250,20,충청남도,2015,남성,수아,수아(3.85%),94
251,21,충청남도,2015,남성,기타,기타(87.05%),"16,406"
252,1,전라북도,2015,남성,도윤,도윤(6.49%),112
253,1,전라북도,2015,남성,민준,민준(6.49%),112
254,1,전라북도,2015,남성,지우,지우(6.49%),112
255,4,전라북도,2015,남성,서연,서연(5.74%),99
256,5,전라북도,2015,남성,주원,주원(5.57%),96
257,6,전라북도,2015,남성,서준,서준(5.39%),93
258,7,전라북도,2015,남성,하은,하은(5.28%),91
259,7,전라북도,2015,남성,하준,하준(5.28%),91
260,9,전라북도,2015,남성,지율,지율(5.22%),90
261,10,전라북도,2015,남성,서윤,서윤(4.99%),86
262,11,전라북도,2015,남성,서현,서현(4.75%),82
263,11,전라북도,2015,남성,예준,예준(4.75%),82
264,13,전라북도,2015,남성,민서,민서(4.35%),75
265,14,전라북도,2015,남성,연우,연우(4.29%),74
266,14,전라북도,2015,남성,지원,지원(4.29%),74
267,14,전라북도,2015,남성,하윤,하윤(4.29%),74
268,17,전라북도,2015,남성,서진,서진(4.17%),72
269,18,전라북도,2015,남성,선우,선우(4.06%),70
270,18,전라북도,2015,남성,윤서,윤서(4.06%),70
271,18,전라북도,2015,남성,준우,준우(4.06%),70
272,19,전라북도,2015,남성,기타,기타(88.14%),"12,823"
273,1,전라남도,2015,남성,서준,서준(6.87%),127
274,2,전라남도,2015,남성,하준,하준(6.49%),120
275,3,전라남도,2015,남성,지우,지우(6.44%),119
276,4,전라남도,2015,남성,도윤,도윤(5.95%),110
277,5,전라남도,2015,남성,서윤,서윤(5.73%),106
278,6,전라남도,2015,남성,하윤,하윤(5.41%),100
279,7,전라남도,2015,남성,연우,연우(5.30%),98
280,8,전라남도,2015,남성,민준,민준(5.08%),94
281,9,전라남도,2015,남성,주원,주원(4.98%),92
282,10,전라남도,2015,남성,하율,하율(4.81%),89
283,11,전라남도,2015,남성,민서,민서(4.60%),85
284,11,전라남도,2015,남성,지후,지후(4.60%),85
285,13,전라남도,2015,남성,지유,지유(4.38%),81
286,14,전라남도,2015,남성,서현,서현(4.27%),79
287,14,전라남도,2015,남성,하은,하은(4.27%),79
288,16,전라남도,2015,남성,다은,다은(4.22%),78
289,16,전라남도,2015,남성,수현,수현(4.22%),78
290,16,전라남도,2015,남성,지원,지원(4.22%),78
291,19,전라남도,2015,남성,지호,지호(4.16%),77
292,20,전라남도,2015,남성,지율,지율(4.00%),74
293,21,전라남도,2015,남성,기타,기타(87.88%),"13,411"
294,1,경상북도,2015,남성,민준,민준(8.07%),236
295,2,경상북도,2015,남성,서윤,서윤(6.43%),188
296,3,경상북도,2015,남성,서준,서준(6.09%),178
297,4,경상북도,2015,남성,서연,서연(5.50%),161
298,5,경상북도,2015,남성,민서,민서(5.23%),153
299,6,경상북도,2015,남성,예준,예준(5.09%),149
300,7,경상북도,2015,남성,서현,서현(5.03%),147
301,7,경상북도,2015,남성,지우,지우(5.03%),147
302,9,경상북도,2015,남성,하윤,하윤(4.92%),144
303,10,경상북도,2015,남성,지윤,지윤(4.89%),143
304,11,경상북도,2015,남성,지원,지원(4.75%),139
305,12,경상북도,2015,남성,수현,수현(4.68%),137
306,13,경상북도,2015,남성,수빈,수빈(4.58%),134
307,14,경상북도,2015,남성,도윤,도윤(4.55%),133
308,15,경상북도,2015,남성,윤서,윤서(4.27%),125
309,16,경상북도,2015,남성,지민,지민(4.21%),123
310,16,경상북도,2015,남성,채원,채원(4.21%),123
311,18,경상북도,2015,남성,주원,주원(4.17%),122
312,18,경상북도,2015,남성,하준,하준(4.17%),122
313,20,경상북도,2015,남성,지유,지유(4.14%),121
314,21,경상북도,2015,남성,기타,기타(87.22%),"19,968"
315,1,경상남도,2015,남성,민준,민준(6.94%),277
316,2,경상남도,2015,남성,서준,서준(6.39%),255
317,3,경상남도,2015,남성,지우,지우(6.26%),250
318,4,경상남도,2015,남성,민서,민서(5.96%),238
319,5,경상남도,2015,남성,서윤,서윤(5.66%),226
320,6,경상남도,2015,남성,예준,예준(5.56%),222
321,7,경상남도,2015,남성,주원,주원(5.36%),214
322,8,경상남도,2015,남성,수현,수현(5.26%),210
323,9,경상남도,2015,남성,연우,연우(4.91%),196
324,10,경상남도,2015,남성,서연,서연(4.81%),192
325,11,경상남도,2015,남성,도윤,도윤(4.64%),185
326,12,경상남도,2015,남성,지윤,지윤(4.54%),181
327,13,경상남도,2015,남성,시윤,시윤(4.41%),176
328,14,경상남도,2015,남성,하윤,하윤(4.36%),174
329,15,경상남도,2015,남성,서현,서현(4.23%),169
330,16,경상남도,2015,남성,서진,서진(4.18%),167
331,17,경상남도,2015,남성,수빈,수빈(4.16%),166
332,18,경상남도,2015,남성,하준,하준(4.13%),165
333,19,경상남도,2015,남성,준서,준서(4.11%),164
334,19,경상남도,2015,남성,준우,준우(4.11%),164
335,20,경상남도,2015,남성,기타,기타(86.79%),"26,215"
336,1,제주특별자치도,2015,남성,~99,~99(17.13%),143
337,2,제주특별자치도,2015,남성,서준,서준(7.43%),62
338,3,제주특별자치도,2015,남성,유준,유준(5.75%),48
339,3,제주특별자치도,2015,남성,하준,하준(5.75%),48
340,5,제주특별자치도,2015,남성,준우,준우(5.51%),46
341,6,제주특별자치도,2015,남성,지환,지환(4.67%),39
342,7,제주특별자치도,2015,남성,민준,민준(4.31%),36
343,7,제주특별자치도,2015,남성,지안,지안(4.31%),36
344,9,제주특별자치도,2015,남성,서은,서은(4.19%),35
345,9,제주특별자치도,2015,남성,주원,주원(4.19%),35
346,11,제주특별자치도,2015,남성,준서,준서(4.07%),34
347,12,제주특별자치도,2015,남성,서연,서연(3.95%),33
348,13,제주특별자치도,2015,남성,채원,채원(3.83%),32
349,14,제주특별자치도,2015,남성,지유,지유(3.71%),31
350,14,제주특별자치도,2015,남성,지후,지후(3.71%),31
351,16,제주특별자치도,2015,남성,예준,예준(3.59%),30
352,17,제주특별자치도,2015,남성,민서,민서(3.47%),29
353,17,제주특별자치도,2015,남성,서진,서진(3.47%),29
354,17,제주특별자치도,2015,남성,지우,지우(3.47%),29
355,17,제주특별자치도,2015,남성,지원,지원(3.47%),29
356,18,제주특별자치도,2015,남성,기타,기타(86.12%),"5,180"
0,1,서울특별시,2016,남성,하준,하준(7.42%),593
1,2,서울특별시,2016,남성,도윤,도윤(7.08%),566
2,3,서울특별시,2016,남성,주원,주원(6.46%),516
3,4,서울특별시,2016,남성,서준,서준(6.40%),511
4,5,서울특별시,2016,남성,민준,민준(6.13%),490
5,6,서울특별시,2016,남성,예준,예준(5.95%),475
6,7,서울특별시,2016,남성,지호,지호(5.90%),471
7,8,서울특별시,2016,남성,시우,시우(5.46%),436
8,9,서울특별시,2016,남성,준우,준우(5.34%),427
9,10,서울특별시,2016,남성,서진,서진(4.84%),387
10,11,서울특별시,2016,남성,지후,지후(4.68%),374
11,12,서울특별시,2016,남성,유준,유준(4.56%),364
12,13,서울특별시,2016,남성,우진,우진(3.97%),317
13,14,서울특별시,2016,남성,이안,이안(3.96%),316
14,15,서울특별시,2016,남성,현우,현우(3.81%),304
15,16,서울특별시,2016,남성,선우,선우(3.74%),299
16,17,서울특별시,2016,남성,준서,준서(3.67%),293
17,18,서울특별시,2016,남성,도현,도현(3.60%),288
18,19,서울특별시,2016,남성,시윤,시윤(3.55%),284
19,20,서울특별시,2016,남성,지훈,지훈(3.48%),278
20,21,서울특별시,2016,남성,기타,기타(81.98%),"36,354"
21,1,부산광역시,2016,남성,민준,민준(7.62%),207
22,2,부산광역시,2016,남성,도윤,도윤(7.33%),199
23,3,부산광역시,2016,남성,예준,예준(7.25%),197
24,4,부산광역시,2016,남성,하준,하준(6.77%),184
25,5,부산광역시,2016,남성,주원,주원(6.70%),182
26,6,부산광역시,2016,남성,서준,서준(6.44%),175
27,7,부산광역시,2016,남성,유준,유준(5.27%),143
28,8,부산광역시,2016,남성,시우,시우(5.04%),137
29,9,부산광역시,2016,남성,지후,지후(4.60%),125
